id,quote,game_id
16,"Geralt of Rivia: This fog is as thick as curdled milk. Lambert: Never took you for a poet. Geralt of Rivia: Oh, but I am one. Wanna hear a limerick? Lambert: Sure. Geralt of Rivia: Lambert, Lambert - what a prick. Lambert: Not bad.",621e4265-f73e-4105-978d-252495659c05
17,[Geralt finds a vampire lying in a sarcophagus] Vampire: Is it 1358 yet? Geralt of Rivia: [puzzled] No. Vampire: Then *fuck off*.,621e4265-f73e-4105-978d-252495659c05
18,"Geralt of Rivia: [a shapeshifting creature turns into an identical copy of Geralt] Damn, I look old.",621e4265-f73e-4105-978d-252495659c05
19,Geralt of Rivia: You smell wonderful. Yennefer of Vengerberg: Geralt - we're at a funeral. Geralt of Rivia: You smell wonderful at this funeral.,621e4265-f73e-4105-978d-252495659c05
20,Imlerith: Who taught you to fight like this? Geralt of Rivia: The witcher you slew. [kills Imlerith],621e4265-f73e-4105-978d-252495659c05
21,"Ganondorf: [from trailer] ""Do not look away, you witness a king's revival, and the birth of his new world.""",025ea231-da64-407d-94aa-715e7751ba0a
22,"Michael De Santa: You forget a thousand things every day, pal. Make sure this is one of 'em.",50b19c08-b5c0-4f61-bc4f-5ff28fdc9d3c
23,"Michael De Santa: You... are a hipster! Trevor Philips: What? Michael De Santa: You're a hipster. Trevor Philips: I hate hipsters. Michael De Santa: Classic hipster denial. Trevor Philips: I abhor hipsters. I eat them for fun! Michael De Santa: Hipsters love saying they hate hipsters. Trevor Philips: Well, I really fucking do! Michael De Santa: Self hatred. Common hipster affliction. Trevor Philips: Only because I'm living out here away from the Bean Machines, and the bankers? Michael De Santa: You're gentrifying. Soon, the skinny jeans will show up, then the skinny lattes, and then the bankers. And you'll be somewhere else starting the cycle all over again. Maybe you're not a classic garden variety hipster, but you're what the hipsters aspire to be. You, Trevor, are the proto-hipster. Trevor Philips: I don't know what you're talking about. I don't agree with what you're saying. You're talking bullshit. And you're trying to wind me up. But I'm very, very angry, and I want this conversa",50b19c08-b5c0-4f61-bc4f-5ff28fdc9d3c
24,"Dr. Isiah Friedlander: Your son, James. He's a good kid? Michael De Santa: He's a good kid? A good kid? Why? Does he help the fucking poor? No. He sits on his ass all day, smoking dope and jerking off while he plays that fucking game. If that's our standard for goodness... then no wonder this country's screwed.",50b19c08-b5c0-4f61-bc4f-5ff28fdc9d3c
25,Trevor Philips: Now go. I need to meditate. Or masturbate. Or both.,50b19c08-b5c0-4f61-bc4f-5ff28fdc9d3c
26,"[from trailer] Michael De Santa: Why did I move here? I guess it was the weather. Or the... Ah, I don't know, that thing. That magic. You see it in the movies. I wanted to retire. From what I was doing, you know? From that, that... line of work. Be a good guy for once, a family man. So, I bought a big house. Came here, put my feet up, and thought I'd be a dad like all the other dads. My kids, would be like the kids on TV, we play ball and sit in the sun... But well, you know how it is.",50b19c08-b5c0-4f61-bc4f-5ff28fdc9d3c
27,Nathan Drake: Marco. Samuel Drake: Marco what? Nathan Drake: Marco. Samuel Drake: Who's Marco? Nathan Drake: Forget it.,003c1cb2-2333-4a28-a76c-4b1bbac13eae
28,"Nathan Drake: [playing ""Crash Bandicoot"", after losing a life by falling off a pit or crushed by a rolling boulder] So, why do you keep playing this? Elena Fisher: Cause I'm great at it! Nathan Drake: I don't know why people get into video games. Elena Fisher: [laughs]",003c1cb2-2333-4a28-a76c-4b1bbac13eae
29,Victor Sullivan: You know what I like about partying with a bunch of crooks? Nathan Drake: What's that? Victor Sullivan: Nobody cares if you smoke indoors.,003c1cb2-2333-4a28-a76c-4b1bbac13eae
30,"[the original Playstation console appears in the scene, and the background music of the first Playstation is heard] Nathan Drake: Okay, watch and learn. Elena Fisher: Oh, I'm learning all right. [the Playstation logo pops up on the plasma TV screen] Nathan Drake: Is this it? Elena Fisher: No, it has to load. Nathan Drake: Load? Elena Fisher: Yes. Nathan Drake: [impatient] This is taking a really a long time. Elena Fisher: You have no patience. Nathan Drake: When you turn something on, you expect it to... Oh, there we go. [suddenly, the main menu of the first Crash Bandicoot game emerges on the screen] Nathan Drake: ""Crash Bandicoot""... Elena Fisher: Is there a problem? Nathan Drake: [attempting to play Crash Bandicoot by using a controller] No, no, just uh... How do you, uh... How do you make it go? Elena Fisher: Push the START button? Nathan Drake: I knew that. I got it. Elena Fisher: All right...",003c1cb2-2333-4a28-a76c-4b1bbac13eae
31,Samuel Drake: Sic Parvis Magna. Nathan Drake: Sic Parvis Magna.,003c1cb2-2333-4a28-a76c-4b1bbac13eae
32,"[Kratos dons his Blades of Chaos] Athena: There's nowhere you can hide, Spartan. Put as much distance between you and the truth as you want, it changes nothing. Pretend to be everything you are not: teacher, husband, father. But there is one unavoidable truth you will never escape: You cannot change. You will always be a monster. Kratos: I know. But I am your monster no longer.",40cb3374-86a6-494e-b13a-9929e3242514
33,"Kratos, Atreus and Mimir travel into the Midgard Serpent's gullet] Mimir: Well, brothers, I've been to many strange places, but this will be a new one. Atreus: Heh... yeah, I've never been in a giant's belly, either. How about you, father? Kratos: Never one that was not trying to eat me. Mimir: We really should expect that sort of response at this point...",40cb3374-86a6-494e-b13a-9929e3242514
34,"Mimir: I'm dangling from the hip of the bloody Ghost of Sparta! Kratos: Do NOT call me that. Mimir: Don't mistake me, brother. From what I heard, the pantheon had it coming. But it's still a bit to take in. I knew you hate gods, but you really can't stay away from them, can you? Kratos: You must say nothing to the boy. He must never know. Mimir: Bollocks, brother! Respectfully, bollocks. He has to know. He'll never be whole without the truth. Look, I get it: you hate the gods, ALL gods. It's no accident that includes yourself. And it includes your boy, don't you see that? He feels that. He can't help what he is - he can't begin to help it, because you haven't even told him! It's all connected, man. Kratos: You... will tell him nothing. Mimir: Very well.",40cb3374-86a6-494e-b13a-9929e3242514
35,Atreus: What are we hunting? Kratos: You are hunting deer. Atreus: Which way? Kratos: In the direction of deer.,40cb3374-86a6-494e-b13a-9929e3242514
36,Atreus: If we can't bring him back to life... can I keep the head? Kratos: No. But you may feed it to the fish.,40cb3374-86a6-494e-b13a-9929e3242514
37,"Malenia: I dreamt for so long. My flesh was dull gold... and my blood, rotted. Corpse after corpse, left in my wake. As I awaited... his return. Heed my words. I am Malenia. Blade of Miquella. And I have never known defeat.",9437cc3e-e4be-4db9-b7ef-ba99f4573529
38,Margit: Put these foolish ambitions to rest.,9437cc3e-e4be-4db9-b7ef-ba99f4573529
39,"Malenia: Wait. The scarlet bloom flowers once more. You will witness true horror. Now, rot!",9437cc3e-e4be-4db9-b7ef-ba99f4573529
40,"Godrick: Mighty dragon, thou'rt a trueborn heir. Lend me thy strength, o kindred. Deliver me unto greater heights. Well... a lowly Tarnished playing as a lord. I command thee, kneel! I am the lord of all that is golden!",9437cc3e-e4be-4db9-b7ef-ba99f4573529
41,"Rykard: You... .join the Serpent King as family. Together, we will devour the very gods!",9437cc3e-e4be-4db9-b7ef-ba99f4573529
42,Leon S. Kennedy: [the villagers who until a second ago were trying to kill him have all just upped and left at the sound of a bell] Where's everyone going? Bingo?,cc8f6183-89ca-4a0d-b000-9a5df2c6e31d
43,"Leon S. Kennedy: [during his first encounter with the chainsaw bella sisters] I am flattered, but I'm a one-lady type of guy.",cc8f6183-89ca-4a0d-b000-9a5df2c6e31d
44,"[repeated line] Leon S. Kennedy: [when enemies become more aggressive, outnumbered, encircling Leon during gameplay] They're keep coming.",cc8f6183-89ca-4a0d-b000-9a5df2c6e31d
83,Chloe Frazer: Say hello to my big friend!,f200447d-95a6-46ff-ab93-ab1ba2158c44
84,"Samuel Drake: [Chloe, Nadine and Meenu are eating pizza] I got it. Private collector. Huh? Just hear me out for a second. I... I... I understand taking the moral high ground and that's great. It really is. I am completely on board for that. But if we could just... Meenu: [hands Sam a slice of pizza] Don't ruin the moment. Samuel Drake: [sighs then eats the pizza]",f200447d-95a6-46ff-ab93-ab1ba2158c44
99,"Aloy: Everything is frozen out here, the ground, the air... me.",ddd95d91-9820-4d72-97cd-f5d35bd04557
115,"Amelie: Together you can help us reconnect. You can make America whole. Sam Porter Bridges: No, America's finished. Amelie: Sam, if we don't all come together again humanity will not survive. Sam Porter Bridges: We don't need a country, not anymore. Amelie: We do! Alone we have no future! Sam Porter Bridges: Bridget, you're the president of jack shit.",d0d7b21f-7aea-4d50-ad35-7f08e2b8c251
116,[from trailer] Fragile: Sam Porter Bridges... the man who delivers.,d0d7b21f-7aea-4d50-ad35-7f08e2b8c251
117,"Die-Hardman: [From trailer] It's all to safeguard the continued independence of Edge Knot City. They want the UCA to leave them be. Sam Porter Bridges: Who are these assholes again? Die-Hardman: ""Homo Demens"", militant separatist group. Sam Porter Bridges: I've herd of 'em... bunch of terrorists that go around towns killing people and leaving craters. Die-Hardman: Right, nothing's off-limits for them. Not even engineering voidouts. They're extremists like the Demens everywhere, plotting in the shadows.",d0d7b21f-7aea-4d50-ad35-7f08e2b8c251
128,"Claire Redfield: Do you need help? Here... you can take my hand. Sherry Birkin: You... need... help. Claire Redfield: I'm sorry, I can't understand you. Sherry Birkin: You need help. Claire Redfield: Why? Sherry Birkin: He's right behind you.",c5619b78-06b3-4b02-a26f-a07d1d87711d
129,[last lines] Sherry Birkin: Hey! You guys can adopt me. Claire Redfield: Adopt you? Leon S. Kennedy: Uh... Sherry Birkin: We can get a puppy! Claire Redfield: A... puppy. Sherry Birkin: And a parrot! Claire Redfield: Parrot? Great... Sherry Birkin: I always wanted pets but my mom said they're too messy.,c5619b78-06b3-4b02-a26f-a07d1d87711d
130,"Claire Redfield: So nobody knows what caused this? Marvin Branagh: [checking his laptop] There's a lot of theories... but all I know for sure is that this place is crawling with zombies. Claire Redfield: [pulling out her radio] Yeah. You're telling me... Marvin Branagh: Hey, hey... keep that on... Just in case. Claire Redfield: [fiddling with her radio] I'm not gonna be around long. Once I find Chris, we're outta here. Marvin Branagh: [surprised] You really Chris's sister? Claire Redfield: [walks up to Marvin] Yeah. Why? Did you find something? Marvin Branagh: He's on vacation. Europe, I think... Left weeks ago. Claire Redfield: Vacation? That's... that's great news. Marvin Branagh: [reading Elliot Edward's notebook] Well, I've got more for you... Looks like there might be a way out through this secret passageway... Claire Redfield: [takes the notebook and looks at all the clues on it] Good. Hey... Hey, we should probably get you to a hospital. Marvin Branagh: [clutching his wound] Oh,",c5619b78-06b3-4b02-a26f-a07d1d87711d
131,"Leon S. Kennedy: [looking at Annette's wound] Jesus, that looks bad. Annette Birkin: Feels worse, believe me.",c5619b78-06b3-4b02-a26f-a07d1d87711d
132,Annette Birkin: [to Leon about Ada] You trust that bitch?,c5619b78-06b3-4b02-a26f-a07d1d87711d
142,"[finding the components for a homemade bomb in a basement] Nick Valentine: Huh. If I didn't know any better, I'd say they were trying to build a nuke in he... oh my god.",b291fd6c-4deb-4eec-82f1-614ce496cf30
148,"[first lines] Princess Zelda: Link... Open your eyes... Wake up, Link.",948a0390-ccd8-4479-a452-c467dfc29a02
152,"Impa: [when Link first walks into her house in Kakariko village] So you're finally awake. It has been quite a long time, LInk. I am much older now, but... you remember me, don't you?",948a0390-ccd8-4479-a452-c467dfc29a02
206,"Emily: Understand the palm of my hand, bitch!",13a2a104-9c67-4a00-ae5d-19541dcc0e92
45,[NOTHING IS TRUE EVERYTHING IS PERMITTED],fb420243-232e-4fe1-acfd-134f8427e515
46,Bayek: I am not a father anymore. I am not a husband. I am not a medjay. I am a hidden one,fb420243-232e-4fe1-acfd-134f8427e515
47,"Walter: But I need to stop living the same day, even if it kills me. Whatever's out there, I want you to know, I'm ready for it. I'm going to appreciate all of it - especially the food. I don't mind if I only have a year left. Or a month. Or a single week. I'd be happy with one new day. I can already imagine the sun on my face.",faf77828-592f-4dd2-9b8b-904a912efd46
48,"Edith Finch: If we lived forever, maybe we'd have time to understand things. But as it is, I think the best we can do is try to open our eyes, and appreciate how strange and brief all of this is.",faf77828-592f-4dd2-9b8b-904a912efd46
49,Young Sam Finch: I think he'd already made up his mind. That's what I want to remember about my brother. The day he made up his mind to fly... and he did.,faf77828-592f-4dd2-9b8b-904a912efd46
50,Edie: Edith has a right to know these stories. Dawn: My children are dead because of your stories!,faf77828-592f-4dd2-9b8b-904a912efd46
51,"Colin: But no, hate's the wrong word. They fear you more than anything. You ate a lot of people back in your day. Sheriff 'Bigby' Wolf: I thought we were all supposed to have a fresh start here. I can't change the past. Colin: Well, you can't change people's memories either. Look, I'm not saying it's fair... but it's real. People are scared of you. I mean, look at your hands.",f44ed937-a134-4fda-a332-de4378df62b4
52,"Bloody Mary: Hi, whatchya got there? Look, it's recently come under our attention that your... How should I put this... attempting to claim what is the personal property of the Crooked Man. He's about yea high, a hundred and twenty odd pounds... Pissed his sheets until he was fourteen... Sound familiar? Ichabod Crane: I haven't told them anything! Bloody Mary: Not now, not now, shhhh, the grown ups are talking. Guys? Sheriff 'Bigby' Wolf: What do you want? Bloody Mary: That sack of flower, Crane dear, it's crane Ichabod Crane: It wasn't my fault! [Got punched by Snow White] Snow White: Shut. Up. You're interfering with official Fabletown business. Step aside. Bloody Mary: Tweedle Dee, What's the. Uh, y'know, the thing the Mundies call me? Dee: Wh - What? Bloody Mary: My nickname. You know what I'm talking about. Dee: Uh... Bloody Ma - [Mary interrupted him] Bloody Mary: Bloody Mary, that's it, thank you. And do you know why they call me that? Because some of them, they think it's funny",f44ed937-a134-4fda-a332-de4378df62b4
53,"Grendel: Holly's sister goes missing and no one gives to shits about her. Paperwork, waiting rooms, and that bitch Snow White looking right past me, then ushering me out the fucking door. [Bigby stands up] Sheriff 'Bigby' Wolf: I wouldn't call her that. It's happened before and it doesn't end well. Grendel: I didn't realize you were the bitch of the bitch. [Bigby hits Gren] Grendel: That all you got? Sheriff 'Bigby' Wolf: Seemed to be enough. Grendel: Don't be so sure.",f44ed937-a134-4fda-a332-de4378df62b4
85,"Maxine Caulfield: My powers might not last, Chloe. Chloe Price: That's okay. We will. Forever.",f06d540a-ed32-48e4-9615-261c47e24047
86,"Chloe Price: You can rewind time, Max! That's fucking insane! We have to play! Maxine Caulfield: I don't have time. Chloe Price: ...You did not just say that.",f06d540a-ed32-48e4-9615-261c47e24047
87,Maxine Caulfield: I'm so glad you're my partner in crime. Chloe Price: As long as you're my partner in time. Maxine Caulfield: Insert groan here.,f06d540a-ed32-48e4-9615-261c47e24047
88,"Maxine Caulfield: Chloe! I'm back! You're here! Oh my lord, this is real, it's real! Oh man, this sucks! Chloe Price: Max, what's going on? You totally blacked out. Maxine Caulfield: I didn't black out! I had another vision. The town is going to get wiped out by a tornado. Chloe Price: Oregon gets about five tornadoes every twenty years. You just zoned. Maxine Caulfield: No, no, I saw it! I could actually feel the electricity in the air. Chloe Price: Come on, take a breath, okay? Maxine Caulfield: Chloe, I'm not crazy. But there's something else I have to tell you. Something hardcore. Chloe Price: Talk to me, Max. Maxine Caulfield: I had the same vision earlier in class. When I came out of it... I discovered I could reverse time. Like I said, not crazy. Chloe Price: But... high, right? Maxine Caulfield: Listen to me. How do you think I saved you in the bathroom today? Chloe Price: By reversing time? Yeah, sure. Maxine Caulfield: I saw you get shot, Chloe. Saw you actually... die. I was",f06d540a-ed32-48e4-9615-261c47e24047
89,"Maxine Caulfield: Ready for the mosh pit, shaka brah.",f06d540a-ed32-48e4-9615-261c47e24047
100,"first lines] Ellen Ripley: Final report of the commercial starship Nostromo. Third officer reporting. The other members of the crew - Kane, Lambert, Parker, Brett, Ash and Captain Dallas are dead. Cargo and ship destroyed. I should reach the frontier in about six weeks. With a little luck, the network will pick me up. This is Ripley, last survivor of the Nostromo, signing off.",d739700b-a316-46e8-abb6-cac4a204a6d9
101,Working Joe: Why not ask me about Sevastopol's safety protocols?,d739700b-a316-46e8-abb6-cac4a204a6d9
102,Working Joe: Running causes accidents.,d739700b-a316-46e8-abb6-cac4a204a6d9
103,Working Joe: You and I are going to have a talk about safety.,d739700b-a316-46e8-abb6-cac4a204a6d9
104,"Working Joe: With Seegson, there is someone behind you every single step of the way.",d739700b-a316-46e8-abb6-cac4a204a6d9
118,Aerith Gainsborough: I miss it. The steel sky.,cc9db3b4-a973-401d-8a52-e9f92a95229c
119,"Aerith Gainsborough: Destiny's crossroads. Cloud Strife: Then why did you stop me? Aerith Gainsborough: I'm not really sure. Tifa Lockhart: What will we find on the other side? Aerith Gainsborough: Freedom. Boundless, terrifying freedom. Like a great, never-ending sky. What you heard just now were the voices of the planet. Those born into this world. Who lived and who died. Who returned. They're howling in pain. Cloud Strife: Because of him? Sephiroth? Aerith Gainsborough: They... Their words... they don't reach him. All these moments and memories, precious and fleeting... they're like rain rolling of his back... And when they're gone, he won't cry... or shout... or anything. He'd tell you that he only cares about the planet. That he'd do anything in his power to protect and preserve it. But this isn't the way it's supposed to be. There's no greater threat to the planet than him. Sephiroth has to be stopped. He has to be. And that's why... I'm asking you to help me. I know that, togeth",cc9db3b4-a973-401d-8a52-e9f92a95229c
120,"Barrett Wallace: This pump's sole purpose is to drain the planet dry. While you sleep, while you eat, while you shit, it's here, sucking up mako. It doesn't rest and it doesn't care! You do realize what make is, don't you? Mako is the lifeblood of our world. The planet bleeds green like you and me bleed red. The hell you think's gonna happen when it's all gone, huh? Answer me! You gonna stand there and pretend you can't hear the planet crying out in pain? I know you can! Cloud Strife: You really hear that? Barrett Wallace: Damn straight I do! Barrett Wallace: Get help. Barrett Wallace: Say that again! [the elevator stops and the doors open] Cloud Strife: I'd worry less about the planet and more about the next five seconds. Save the screaming for later.",cc9db3b4-a973-401d-8a52-e9f92a95229c
133,Aloy: Why did they cast you out? Outcast: Murder. And you? Aloy: Birth.,c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
169,"Darth Vader: You would be wise to surrender. Cal Kestis: Yeah, probably.",770014fc-5129-412a-82a9-2a90e89c0600
90,"Ellie: [pick up a old phone] oh hello. sorry the dinosaurs are busy right now. Joel: [curious] What are you doing? Ellie: [still on the phone] Oh wait... .one of the dinosaurs is here. [hands Joel the phone] Ellie: Joel, it's for you? Joel: [little annoyed] Very funny.",eb02b546-e3a7-4386-b8e9-d1576fcfe641
91,[last lines] Ellie: You're such an asshole! Joel: I'm not trying to... Ellie: I was supposed to die in that hospital. My life would've fucking mattered. But you took that from me. [Joel expresses his guilt for saving Ellie] Joel: If somehow the Lord gave me a second chance at that moment... I would do it all over again. Ellie: Yeah... I just... I don't think I can ever forgive you for that. But I would like to try. Joel: I'd like that. Ellie: Okay. I'll see you around. Joel: Yep.,eb02b546-e3a7-4386-b8e9-d1576fcfe641
92,Ellie: Did you remember the joke? Joel: What is the downside to eating a clock? It's time consuming. Ellie: [laughs] That's so dumb.,eb02b546-e3a7-4386-b8e9-d1576fcfe641
93,Joel: [to Abby] Why don't you save whatever speech you've got rehearsed and get this over with?,eb02b546-e3a7-4386-b8e9-d1576fcfe641
94,Ellie: [put a hat on the Triceratops skeleton] Joel! Look! Joel: That is... a hat on a dinosaur. Ellie: It's called a hatosaur.,eb02b546-e3a7-4386-b8e9-d1576fcfe641
105,Gaston Martin: You're a man with a fork in a world of soup.,d41bb98f-6c3c-40d1-8025-9a9e9edef36b
106,Suggestion: The words have already left your mouth... You: I want to make fuck with you.,d41bb98f-6c3c-40d1-8025-9a9e9edef36b
107,"Volition: In honour of your will, lieutenant-yefreitor. That you kept from falling apart, in the face of sheer terror. Day after day. Second by second. Inland Empire: DETECTIVE. Esprit-De-Corps: ARRIVING. Authority: ON THE SCENE.",d41bb98f-6c3c-40d1-8025-9a9e9edef36b
108,Cuno: The fuck does Cuno care?,d41bb98f-6c3c-40d1-8025-9a9e9edef36b
109,"Kim Kitsuragi: Detective, each of us has our part to play in the world. My part is to solve crimes. I am under no illusion that my role isn't a minor one, in the scheme of things... but I embrace it *because* it's my role, and it's yours too, detective, whether you accept it or not!",d41bb98f-6c3c-40d1-8025-9a9e9edef36b
121,"Barrett Wallace: SOLDIERs may attack on command, but I hear they make good guard dogs too. Bet you've seen a few reactors. So how do we get to the bridge above mako storage? Ain't holding out on me, are you? Stamp scared to bite the hand that fed him? Or is he a loyal little doggy? Have it your way, mutt. We can do this with you, or we can do this without you. [Cloud gets a migraine headache but it passes] Cloud Strife: Different reactor, different layout. Depends when it was built. Never seen one like this, but I'll manage.",cc9db3b4-a973-401d-8a52-e9f92a95229c
122,"Barrett Wallace: Get down here, merc.",cc9db3b4-a973-401d-8a52-e9f92a95229c
134,"Aloy: So many people here, all talking at once. How does anyone think? Erend: I don't. I just drink.",c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
135,"Erend: You know what? When we met, I thought I was a big shot talking to a pretty girl hidden away in the middle of nowhere. Now I see that I was just lucky to get a minute of your time. Try not to forget about me while you're out there changing the world.",c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
136,"Rost: It is my wish that you embrace the tribe. You've lived in isolation long enough. Aloy: Not until now, I didn't.",c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
137,"Aloy: First you shun me, now this? I will not be worshiped! I am not your anointed!",c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
143,"Kazuhira Miller: Why are we still here? Just to suffer? Every night, I can feel my leg... And my arm... even my fingers... The body I've lost... the comrades I've lost... won't stop hurting... It's like they're all still there. You feel it, too, don't you? I'm gonna make them give back our past!",acd39674-564f-483b-9c0f-4def399d75af
144,"Kazuhira Miller: Cypher sent us to a hell but we are going even deeper. Take back everything that we have lost. Punished Snake: Kaz, I'm already a demon.",acd39674-564f-483b-9c0f-4def399d75af
145,Punished Snake: I won't scatter your sorrow to the heartless sea. I will always be with you.,acd39674-564f-483b-9c0f-4def399d75af
146,"Kazuhira Miller: The world calls for wetwork, and we answered. No greater good. No just cause. [from trailer]",acd39674-564f-483b-9c0f-4def399d75af
147,"Kazuhira Miller: We're not burying them at sea? What then? Punished Snake: We'll make diamonds from their ashes. Take them into battle with us. Kazuhira Miller: A shining light, to our brothers in arms. Even in death. Punished Snake: We are Diamond Dogs.",acd39674-564f-483b-9c0f-4def399d75af
149,"Princess Zelda: [in a Flashback, Link and Zelda are running through the woods north of the Bottomless Swamp near the Hylia River. It is raining, and they are injured and dirty. Zelda accidentally lets go of Link's hand, and he stops running to go back to her] How... How did it come to this? The Divine Beasts... The Guardians... They've all turned against us. It was... Calamity Ganon. It turned them all against us! And everyone - Mipha, Urbosa, Revali and Daruk... They're all trapped inside those things... It's all my fault! Our only hope for defeating Ganon is lost, all because I couldn't harness this cursed power! Everything - everything I've done up until now... It was all for nothing. So I really am just a failure! All my friends... the entire kingdom... my father most of all. I tried, and I failed them all. I've left them... all to die. [she cries in Link's arms]",948a0390-ccd8-4479-a452-c467dfc29a02
150,"King of Hyrule: [to Link, after he has completed the Great Plateau quests] Well done there, young one! Now, then... The time has come to show you who I truly am. I was King Rhoam Bosphoramus Hyrule. I was... the last leader of Hyrule. A kingdom which no longer exists. King of Hyrule: [the King sheds his Old Man disguise and reveals his spirit form, in regal garb] The Great Calamity was merciless. It devastated everything in its path, lo, a century ago. It was then that my life was taken away from me. And since that time, here I have remained, in spirit form. I did not think it wise to overwhelm you while your memory was still fragile. So rather than that, I thought it best to assume a temporary form. Forgive me. I think you are now ready. Ready to hear what happened 100 years ago. King of Hyrule: [a flashback shows scenes of old Hyrule, its castle, and a tapestry] To know Calamity Ganon's true form, one must know the story from an age long past. The demon king was born into this kingdo",948a0390-ccd8-4479-a452-c467dfc29a02
151,"King of Hyrule: Considering that I could not save my own kingdom, I have no right to ask this of you, Link... But I am powerless here... You must save her... my daughter. And do whatever it takes to annihilate Ganon. Somehow, Ganon has maintained control over all four Divine Beasts, as well as those Guardians swarming around Hyrule Castle. I believe it would be quite reckless for you to head directly to the castle at this point. I suggest... that you make your way east, out to one of the villages in the wilderness. Follow the road out to Kakariko Village. There you will find the elder, Impa. She will tell you more about the path that lies ahead. Consult the map on your Sheikah Slate for the precise location of Kakariko Village. Make your way past the twin summits of the Dueling Peaks. From there, follow the road as it proceeds north...",948a0390-ccd8-4479-a452-c467dfc29a02
153,"Jack Baker: [ambushing Ethan after he just defeated Mia in the attic of the Guest House] Welcome to the family, son!",92ec0f8e-b0b0-4c7b-967c-d13599a5ff21
95,"Kassandra: Korinth, the city of pots, prostitutes, and... not much else.",e7ae15b8-6a9e-40f8-aeba-e384dfc5fb37
80,Batman: I am vengeance! I am the night! I am Batman!,f25b5cfb-ecf7-4854-8630-cd979ca2a026
81,"Dr. Jonathan Crane: How many more bones would you crush? How many lives will you destroy in pursuit of what you call justice? You are the product of everything you fear; Violence, Darkness, Helplessness... All that remains is for you to watch as I drag your beloved Gotham into oblivion.",f25b5cfb-ecf7-4854-8630-cd979ca2a026
