id,trivia,game_id
32,"In chapter 11, once you watch the cutscenes (after leaving the tower), you can obtain a trophy called ""Stage Fright"" by standing still for 30 seconds. This is a humorous reference to Naughty Dogs technical problems when they first showed the scene on a live stage demo at E3.",003c1cb2-2333-4a28-a76c-4b1bbac13eae
33,"Laura Bailey auditioned for and won the role of Nadine prior to the finalization of the character design. A concept artist later drew a piece of art with Nadine as a black character and director Neil Druckmann liked the idea of Nadine being a black character but feared inviting controversy having a white actress voice and perform a black character. It wasn't until Naughty Dog had seen Bailey's performance in context that they decided to keep Nadine as a black character as it ""vanished into the part and you didn't see anything but Nadine"".",003c1cb2-2333-4a28-a76c-4b1bbac13eae
34,"In Chapter 4, there is a box that has a sticky note that says ""send to Marissa"", in the attic. This is a nod to Uncharted Golden Abyss, Marissa Chase, Nates ally in that game",003c1cb2-2333-4a28-a76c-4b1bbac13eae
35,"There are three ""Strange Relics"" that can be found in the game, each referencing Naughty Dog's three other Playstation game series. The Strange Pendant is a Firefly pendant from The Last of Us, the Strange Relic is a precursor orb from Jak and Daxter, and the Strange Fruit is a wumpa fruit from Crash Bandicoot.",003c1cb2-2333-4a28-a76c-4b1bbac13eae
36,"First major Uncharted game not to include Greg Edmonson as the main composer for the game. Also first Uncharted game not to include the Original Nate's Theme or any song on the main menu. New composer Henry Jackman made a new version of the Nate's Theme, keeping a few pieces from the original score mixed with the new ""Pirate feeling"" score. The song is called A Thief's End.",003c1cb2-2333-4a28-a76c-4b1bbac13eae
37,"The game makers considered Egyptian mythology as a new setting, but chose Norse mythology as it felt more natural for Kratos.",40cb3374-86a6-494e-b13a-9929e3242514
38,God of War III (2010) lost game of the year 2010 to Red Dead Redemption (2010) while Red Dead Redemption II (2018) lost game of the year 2018 to this game.,40cb3374-86a6-494e-b13a-9929e3242514
39,"On the PlayStation 4 home background theme for God of War, Kratos and Atreus sit on a boat. On the boat, there are some Nordic Runes and when translated, they spell out 'Ragnarök is coming'.",40cb3374-86a6-494e-b13a-9929e3242514
40,"Except when starting up the game, there are no loading screens or any camera cuts throughout the entire game.",40cb3374-86a6-494e-b13a-9929e3242514
41,"According to game director Cory Barlog, the game is open but not ""open-world."" It utilizes fast- travel like other open-world games do, but it's more restricted compared to its use in other open-ended video games.",40cb3374-86a6-494e-b13a-9929e3242514
42,George R.R. Martin wrote the lore and did a huge amount of world building for the game.,9437cc3e-e4be-4db9-b7ef-ba99f4573529
43,"The narrator of the story trailer is actually Aimee-Ffion Edwards, whose previous video game credits include Assassins Creed Valhalla and Everyone's Gone to the Rapture.",9437cc3e-e4be-4db9-b7ef-ba99f4573529
44,"Capcom confirmed that the game will be darker and scarier than the original game. It will feature more terrifying character designs, more realism, a tenser atmosphere and enhanced environments.",cc8f6183-89ca-4a0d-b000-9a5df2c6e31d
45,"Development of this remake had already started in 2018. Capcom collaborated with studio M-Two, but they eventually cut ties following creative differences. M-Two wanted to stay very faithful to the original game, while Capcom wanted to take the remake into a different direction. In early 2021, Capcom moved the development in-house, and many team members that have already worked on Resident Evil 2 (2019) returned.",cc8f6183-89ca-4a0d-b000-9a5df2c6e31d
46,"When examining the knife Leon carries, it's suggested that it's the same one given to him by Marvin in Resident Evil 2 (2019).",cc8f6183-89ca-4a0d-b000-9a5df2c6e31d
47,Lily Gao reprised her role as Ada Wong from Resident Evil: Welcome to Raccoon City (2021).,cc8f6183-89ca-4a0d-b000-9a5df2c6e31d
48,"In the original game, completing the main story could unlock two game modes: 'Assignment Ada' and 'The Mercenaries.' 'Separate Ways' was an additional campaign included in the PS2 port. In the remake, however, the modes are being released as DLC. 'The Mercenaries' has been released as a free update in April 2023. No confirmation has occurred if 'Assignment Ada' or 'Separate Ways will be added.",cc8f6183-89ca-4a0d-b000-9a5df2c6e31d
442,There are now melee and ranged weapons in the game.,3219e880-2b4e-4841-9a5a-be63dace21b7
256,"When cast as Bayek, Abubakar Salim had been told he would be acting for an animated series. It was not until near the end of production he realized it was for an Assassin's Creed title.",fb420243-232e-4fe1-acfd-134f8427e515
257,"For Assassin's Creed Origins, the gameplay has been completely reworked. Unlike previous games, which's campaign story-line is entirely linear, Assassin's Creed Origins has been made into an 'Action RPG'. Previous entries, such as 'Assassin's Creed Unity' and 'Assassin's Creed Syndicate' have included RPG elements such as skill trees and leveling systems, but now the series is going full RPG for their next prequel entry. Multiple quests and activities have been spread throughout the map of Ancient Egypt, where the player can choose what they'd like to do. The leveling system determines the difficulty of enemies and the combat has been revamped, to a more open skill-based combat.",fb420243-232e-4fe1-acfd-134f8427e515
258,"One of very few ""open world"" games which realistically includes children as part of the general population (exceptions obviously being games that center around kid protagonists, like the Harry Potter series).",fb420243-232e-4fe1-acfd-134f8427e515
260,"During your visit to Milton's room, the doormat and the chair both carry the Emblem of The King from the game The Unfinished Swan. The poster over the bed illustrates the Ink Frog from the same game.",faf77828-592f-4dd2-9b8b-904a912efd46
261,"Edith mentions a cat they had that her mother named ""Molly"" but there is no tombstone for her in the pet-cemetery.",faf77828-592f-4dd2-9b8b-904a912efd46
262,"During the game, if you look down at Edith's belly you can not only see that she is pregnant, but that she carries a diamond ring on a necklace. Indicating that she, like her mother, have loved and lost.",faf77828-592f-4dd2-9b8b-904a912efd46
263,Odin and Ingeborg's son Johann is named after one of the game's programmers.,faf77828-592f-4dd2-9b8b-904a912efd46
264,Based on the comic book series 'Fables' by Bill Willingham. Vertigo (DC) comics distributes it.,f44ed937-a134-4fda-a332-de4378df62b4
266,"The movie poster ""The Mongoose "" featured in the opening sequence is a spoof of the movie ""Cobra"" starring Sylvester Stallone.",f44ed937-a134-4fda-a332-de4378df62b4
267,"When you enter Laurence's home and find him shot in front of a television set, if you listen to what is playing, you will hear a segment from the 'Midtown Cowboys' section of the game 'Sam and Max Save the World'. A game which was also created by Telltale.",f44ed937-a134-4fda-a332-de4378df62b4
268,There is a neon sign hanging on the wall of the Lucky Pawn that looks suspiciously like the Telltale Games logo.,f44ed937-a134-4fda-a332-de4378df62b4
469,"This will be the last game of the ""Dark Souls"" series.",12545cd9-0569-4882-b04e-b8adc223a8fd
295,"According to character designer Albert Feliu, a single character model in Arkham Knight could contain the same amount of polygons used to render the entirety of Batman: Arkham Asylum (2009)'s environment.",f25b5cfb-ecf7-4854-8630-cd979ca2a026
296,"Gotham City was redesigned through building on the previous games' Gothic architecture, while making a more believable and dense city through adding minor elements like neon lights, billboard advertising, American-styled cars, and shops. Art director David Hego described the final design as: ""feeling a little out of time. You couldn't pinpoint whether it's twenty years ago, now or in ten years' time.""",f25b5cfb-ecf7-4854-8630-cd979ca2a026
297,"Batman's armor was redesigned to match that of the Batmobile, using the same textures and shapes, to make them appear visually and functionally similar",f25b5cfb-ecf7-4854-8630-cd979ca2a026
298,"Upon completing one of the game's puzzles, and therefore unlocking its door, Chloe remarks ""As a wise man once said, Abra goddamn kadabra."" This is a reference to Sully, another character from the Uncharted series, and is a typical comment he would make.",f200447d-95a6-46ff-ab93-ab1ba2158c44
299,"During the Western Ghats section of the game Chloe Frazer says ""Well I'll be go to Hell"". This was one of Victor Sullivan's catchphrases in Uncharted 3: Drakes Deception (2011).",f200447d-95a6-46ff-ab93-ab1ba2158c44
300,"Uncharted: The Lost Legacy was originally supposed to be released as a DLC for Uncharted 4: A Thief's End, but later, the studio, Naughty Dog, decided to release it as a full stand-alone game",f200447d-95a6-46ff-ab93-ab1ba2158c44
301,"At several points during the adventure, Chloe refers to Nadine as 'china' - this is a common South Africanism meaning 'buddy', 'mate' or 'friend'. Nadine is South African so she would get it. The term stems from old Cockney rhyming slang, ""china plate - mate"", which was culturally adopted in South Africa.",f200447d-95a6-46ff-ab93-ab1ba2158c44
302,"At one point, Nathan Drake was considered to be a secondary character in the game but was dropped as Naughty Dog felt like there was nothing more to do with him.",f200447d-95a6-46ff-ab93-ab1ba2158c44
303,"There's an RV in the parking lot of the school that resembles the one seen in the ""Breaking Bad"" TV series. The license plate even reads ""BRKBD"". Other license plates include ""PRKSNRC"" (Parks and Rec), ""TWNPKS"" (Twin Peaks), ""THSPRNS"" (The Sopranos), ""TWLGHTZN"" (Twilight Zone) and ""THXFLS"" (The X-Files).",f06d540a-ed32-48e4-9615-261c47e24047
304,"In the girls dorm, each room has a small white-board students can write on. On the board for room 217, somebody wrote ""REDRUM"" and Max mutters, ""No way in hell I'm going in there!"" This is a direct reference to Stephen King's 'the Shining.'",f06d540a-ed32-48e4-9615-261c47e24047
305,"Dark Room (Episode 4) credits end with ""Thanks For Crying.""",f06d540a-ed32-48e4-9615-261c47e24047
306,"Due to a character's mental health and the decision(s) that the player can influence, a message has been put in that directs the player to the Life Is Strange website that will refer a person anti-bullying phone numbers world wide.",f06d540a-ed32-48e4-9615-261c47e24047
307,"Originally to be titled ""What If.""",f06d540a-ed32-48e4-9615-261c47e24047
308,"The composer for both games, Gustavo Santaolalla, can be seen sat in a chair playing the theme on his banjo, just after you leave Ellie's and pet the dog.",eb02b546-e3a7-4386-b8e9-d1576fcfe641
309,The toy robot that Ellie gave to Sam in the original game can be seen in Ellie's room.,eb02b546-e3a7-4386-b8e9-d1576fcfe641
310,"While riding through a winter landscape, Dina quips to Ellie that ""You'll probably die from hypothermia from wearing canvas sneakers in the snow."" which is what Ellie wore throughout the entire Winter section of the first game. Ellie clearly has a better wardrobe now though as she defensively tells Dina ""I am wearing boots today"".",eb02b546-e3a7-4386-b8e9-d1576fcfe641
311,"The recurring guitar song that Joel first plays for Ellie in the prologue is called ""Future Days"" by Seattle-based band Pearl Jam. The album containing the song, ""Lightning Bolt"", was released October 11, 2013, two weeks after the outbreak of the Cordyceps infection in the game's universe, however the song was released a month beforehand on YouTube.",eb02b546-e3a7-4386-b8e9-d1576fcfe641
312,"Ellie's room at the beginning of the game has a PS3 (the console that the first game was released on) and games that appear to be Uncharted titles (a series made by Naughty Dog, the same studio as the Last of Us games)",eb02b546-e3a7-4386-b8e9-d1576fcfe641
313,Elias Toufexis was originally cast only as Leonidas and not as Nikolaos. He stood in for Nikolaos in motion capture and Ubisoft had the intention of replacing his voice later with another actor. When Ubisoft saw his performance they decided to have him fully performance capture both parts.,e7ae15b8-6a9e-40f8-aeba-e384dfc5fb37
314,This is the first Assassin's Creed game in which player choices would have a severe impact on history.,e7ae15b8-6a9e-40f8-aeba-e384dfc5fb37
315,The development team originally planned to make Kassandra the only playable character until they were told (by the marketing department or an editorial creative lead) it wasn't an option.,e7ae15b8-6a9e-40f8-aeba-e384dfc5fb37
316,Sam Fisher's iconic night vision goggles from Ubisoft's Splinter Cell video game franchise can be found in Layla Hassan's safehouse. Hassan also briefly comments on it saying that it belongs to the Fourth Echelon.,e7ae15b8-6a9e-40f8-aeba-e384dfc5fb37
317,"In the beginning of the game during the Battle of Thermopylae, King Leonidas can be seen throwing his shield at an enemy. While this game is by no means supposed to be historically accurate, this is a glaring error because Spartans would never give up their shield, they would rather die on it than lose it.",e7ae15b8-6a9e-40f8-aeba-e384dfc5fb37
368,"An official statement by Konami on April 27, 2015 declared Silent Hills had been cancelled, and that the series itself will continue, but not this game in particular.",ace9041e-a0fe-47b8-b0cc-8ec09c19e727
318,"Near the control tower next to the geysers, a sign can be seen for a north-south Interstate highway beginning with a 2. Given that the Banuk Territory is directly north of present-day Denver, this is likely to be Interstate 25, and judging by the scale of the map (and the presence of geysers and hot springs) it can be concluded that the Banuk Territory is located in what is present-day Wyoming, though far to the southeast of Yellowstone National Park. In fact, given the location of the dam, it is likely that ""Greycatch"" is actually Greyrocks Dam, and the street sign, which is northeast of the dam, is for US-26, which goes west until it meets I-25.",ddd95d91-9820-4d72-97cd-f5d35bd04557
319,"Instead of following a predetermined path, the artificial intelligence of the Alien has been programmed to actively hunt the player by sight, sound, and smell. The Alien A.I was programmed with a complex set of behavioral designs that progressively unlock as it encounters the player to create the illusion that the Alien is learning from its encounters with the player and adjusting its hunting strategy appropriately. This includes the ability for the Alien to investigate ""secondary sources"" of disturbances. For instance, if it notices a locker or air lock is open, the Alien will search for who opened it.",d739700b-a316-46e8-abb6-cac4a204a6d9
320,"Twentieth Century Fox provided the Creative Assembly with three terabytes of archived data related to Alien (1979), including notes on prop and set design, behind the scenes photos, videos, and the movie's original sound effect recordings, to help Creative Assembly authentically re-create the atmosphere of the movie. Among the source material provided by Twentieth Century Fox, was the movie's original musical soundtrack, to which the developers re-recorded several of the original cues with a full orchestra, including some of the musicians who worked on the first movie's soundtrack.",d739700b-a316-46e8-abb6-cac4a204a6d9
321,"Most of the cast from Alien (1979) appeared in DLC for this game, which included two bonus missions.",d739700b-a316-46e8-abb6-cac4a204a6d9
322,"The Alien was designed to look similar to H.R. Giger's original design for the creature from Alien (1979), including the semitransparent head with visible skull underneath. The developers altered the Alien's design to feature recurved legs as opposed to the more humanoid legs the monster had in Alien (1979), in order to provide the Alien a walk cycle that would hold up to scrutiny during longer encounters with the player.",d739700b-a316-46e8-abb6-cac4a204a6d9
323,"The Alien emits vocalizations for which the player can listen to gain understanding of its current intentions. A scream may indicate that the creature is about to attack, while other sounds may indicate the Alien has seen something, is searching, or has lost all trace of its prey.",d739700b-a316-46e8-abb6-cac4a204a6d9
324,"Bryan Dechart came up with the serial number on Connor's jacket, 313 248 317-51. He explained in a Twitch stream that 313 stands for the Detroit area code, 248 for his home area code, 317 for his birthday, 5 for the number of people in his family, and 1 standing for the first Connor. The last number goes up by one every time a Connor dies.",d1c2404d-5bcf-4bff-a3f3-359b3439a8cc
325,"Each main character (Kara, Connor and Markus) has their own theme music composed specifically for them. Which, like the camera work, was a way to differentiate one character from another.",d1c2404d-5bcf-4bff-a3f3-359b3439a8cc
326,Amelia Rose Blair (The Tracis) and Bryan Dechart (Connor) are married in real life.,d1c2404d-5bcf-4bff-a3f3-359b3439a8cc
327,"In the chapter ""Battle for Detroit"" when walking with Kara & Alice a movie theatre can be seen. ""Heavy Rain"" is listed as one of the movies currently showing. ""Omikron: The Nomad Soul"" is also referenced.",d1c2404d-5bcf-4bff-a3f3-359b3439a8cc
328,"The game is based on the 2012 Sony Playstation 3 tech demo Kara (2012), also produced by Quantic Dream. At the time, it was not intended to be a game in any shape or form, but since the demo gained a lot of attention, the studio was inspired to give the character a reboot in a full-fledged product. They even cast the same actress from that demo in the role of Kara, Valorie Curry.",d1c2404d-5bcf-4bff-a3f3-359b3439a8cc
329,"Mads Mikkelsen has admitted in the past that he's at the very least a casual gamer, and broadly considers Kojima to be ""the master"" of the craft. When Kojima approached him for the role, he didn't even have to consider it. The relationship also goes both ways, as Kojima considers Mikkelsen to be the greatest actor alive and is a dream come true to work with him.",d0d7b21f-7aea-4d50-ad35-7f08e2b8c251
330,Development of Death Stranding was so smooth that Sony Interactive Entertainment stated that they've never seen a game made at such a fast pace.,d0d7b21f-7aea-4d50-ad35-7f08e2b8c251
331,"Hideo Kojima and Norman Reedus appeared at the 2017 Game Awards and walked on the stage after the premiere of the new Death Stranding trailer. When Hideo said that the two of them were working together again, Norman said, ""And nothing is gonna stop us this time!"" This is referencing Konami's mistreatment of Kojima and the cancelled Silent Hills project.",d0d7b21f-7aea-4d50-ad35-7f08e2b8c251
332,"Guillermo del Toro is providing his likeness to a character, who is to be motion-captured and voiced by somebody else. According to del Toro, he is Kojima's ""puppet"" and he has no idea what his role in the game will be. This is likely the collaboration he and Hideo Kojima were referring to after the cancellation of P.T. (2014) by Konami.",d0d7b21f-7aea-4d50-ad35-7f08e2b8c251
333,"Death Stranding is the first original game franchise Kojima worked on in 13 years (Boktai), and the first non-Metal Gear game he has directed in 22 years (Policenauts).",d0d7b21f-7aea-4d50-ad35-7f08e2b8c251
334,"This is the 2nd time that Sephiroth is voiced by someone who has played the role of Superman. He is currently voiced by Tyler Hoechlin, who played Superman in CW's Supergirl series. Sephiroth was previously voiced by George Newbern, who has voiced Superman in the animated series.",cc9db3b4-a973-401d-8a52-e9f92a95229c
335,"This is the first numbered Final Fantasy game where the level cap is not 99 or 100, it is 50. The reason for this is probably because the game ends early in the FF7 story and it wouldn't be correct if the players were too overpowered so early on.",cc9db3b4-a973-401d-8a52-e9f92a95229c
336,"Steve Burton was originally going to reprise his role as Cloud Strife for the remake. However, due to his voice not matching a younger version of the character, he was replaced with Cody Christian. His voice over work on the game can be heard in the PSX 2015 trailer.",cc9db3b4-a973-401d-8a52-e9f92a95229c
337,"This game was supposed to be remade back in the early 2000's but Square realized that it would be a huge undertaking, so they spent a lot of time working on other projects in the meantime. It wasn't until the end of the Playstation 3's life cycle that Square decided to go ahead with the remake, with the original game makers stating that they were only getting older and were afraid a younger generation will take over and lose the essence of the original. They finally decided to get back together and even got Nobuo to return to compose the soundtrack. The game was in development for over 5 years.",cc9db3b4-a973-401d-8a52-e9f92a95229c
338,"Game development studio CyberConnect2 (known for their .hack// and Naruto: Ultimate Ninja franchises) was initially contracted to help develop the game with Square Enix, but in 2017, Square Enix decided to shift production focus internally.",cc9db3b4-a973-401d-8a52-e9f92a95229c
339,"At the title screen of the game, among all the articles of newspaper clippings, there is one with the main article in bold saying ""University Shooting Leaves 8 Dead, 10 Wounded."" This is a reference to the novel ""Tomb Raider: The Ten Thousand Immortals"" written by Dan Abnett & Nik Vincent. The novel is about the journey that Lara goes through between the first game and second game where she helps save her friend Sam Nishimura from the ordeal on the island of Yamatai.",c7f0e843-feee-4941-8a88-ceafba9862df
370,"In addition to his voice work, Kiefer Sutherland also provided the facial motion capture work for the lead character.",acd39674-564f-483b-9c0f-4def399d75af
340,"This game was originally an X-Box One exclusive, release on November 10, 2015. A Windows version was released on January 28, 2016. For the Playstation 4 release, a special version was made to celebrate the franchises' 20th Anniversary. This version included all downloadable content for the game, including special ""skins"" which enabled the player to have Lara appear as her earlier versions. Also included was a new mission, Blood Ties, that used the Playstation VR.",c7f0e843-feee-4941-8a88-ceafba9862df
341,"Initially there weren't any plans to bring Rise of the Tomb Raider to previous generation consoles, but after Nixxes Software was able to get the game running smoothly on Xbox 360 hardware with some assets they attained, it was decided a previous generation port was feasible. Nevertheless, an equivalent Playstation 3 version was not issued.",c7f0e843-feee-4941-8a88-ceafba9862df
342,"The trailer shows Lara Croft on a cliffside overlooking a mountain range. It was originally thought that Lara would be travelling the world, but it was later told by the developers the setting is in Siberia.",c7f0e843-feee-4941-8a88-ceafba9862df
343,Camilla Luddington once again provided the voice and motion capture for Lara Croft.,c7f0e843-feee-4941-8a88-ceafba9862df
344,"A fan-remake of Resident Evil 2 (1998) called ""Resident Evil 2: Reborn"" was in the works, which was build on the Unreal Engine 4. The release was planned for late 2015 and would have been available as a free download. However, in August 2015, Capcom politely asked the developers to cancel the project, as an official remake was in the works. After the team agreed to cancel the fan-project, Capcom invited them to the studio so they could add their own input on the remake.",c5619b78-06b3-4b02-a26f-a07d1d87711d
345,"Mr. X (A.K.A. the T-00) was made physically shorter as opposed to the original game, and it was also given a fedora hat. This was done to reflect its purpose for covert operations.",c5619b78-06b3-4b02-a26f-a07d1d87711d
346,"The likeness of Leon S. Kennedy and Claire Redfield are based on models Eduard Badaluta and Jordan McEwen respectively. Mcewen was uncredited for her work, as her modeling agency didn't want her name to be revealed. However, she confirmed her involvement in the project on Instagram, saying that she went to Osaka in 2016 to work with Capcom.",c5619b78-06b3-4b02-a26f-a07d1d87711d
347,"The original Resident Evil 2 (1998) has sold over 4,960,000 copies.",c5619b78-06b3-4b02-a26f-a07d1d87711d
348,"Introduces the red and blue herb combination, which not only cures poisoning, but also makes the player temporarily invulnerable to it. It will also increase the defense for a while.",c5619b78-06b3-4b02-a26f-a07d1d87711d
349,"When Cody and May are at the Rose's room, there can be found two plastic figures of Leonard ""Leo"" Caruso and Vincent Moretti the two main characters of Hazelight Studios' previous video game. Their replicas can be heard by pushing the buttons near them.",c4b4e3af-76bc-4477-8cd6-94bb8901583c
350,"In the episode of medieval castle appears a doll with a rolling pin which, eventually, drowns in lava referencing to death scene of Arnold Scwartzenegger's character from a movie ""Terminator 2: Judgement Day"".",c4b4e3af-76bc-4477-8cd6-94bb8901583c
351,"While fighting against the Queen of wasps in the hive, there is playing the composition named ""Flight of the Bumblebee"" by Nikolai Rimsky-Korsakov.",c4b4e3af-76bc-4477-8cd6-94bb8901583c
352,"The word ""Hakim"" , in Arabic language, means a wise man.",c4b4e3af-76bc-4477-8cd6-94bb8901583c
353,Dutch actress Hannah Hoekstra licensed her likeness to Guerilla Games for the character Aloy.,c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
354,"The main villain ""HADES"" is voiced by the author of the game.",c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
355,The game was made by the Dutch developer Guerilla Games and was the biggest mediaproduction ever in the Netherlands with a budget of 47 million euros til the second part succeeded.,c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
356,"The vantage point where the voice talks about his father lecturing in a building is actually the Air Force Academy Chapel in Colorado Springs, Colorado.",c37a5bd4-0bdd-4b3d-98b4-7fe617dc1123
